Flight No.,"Version,Booster [b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,Payload,Launch outcome,Version Booster,Booster landing,Date,Time
91,,CCAFS,,"~15,440 kg",SSO,NASA,,,SpaceX CRS-19,"Success
",F9 B5,No attempt,5 December 2019,09:42
92,,VAFB,,"3,130 kg",LEO,NASA,,,JCSat-18,"Success
",F9 B5B1048,"No attempt
",17 December 2019,05:50
93,,KSC,,"15,600 kg",LEO,MDA,,,Starlink,Success,F9 B5B1046.2,Uncontrolled,7 January 2020,11:39
94,,VAFB,,"15,600 kg",LEO,SES,,,Crew Dragon in-flight abort test,Success,F9 B5,No attempt,19 January 2020,05:18
95,,CCAFS,,"15,600 kg",LEO,Thaicom,,,Starlink,Success,F9 B5B1048.2,No attempt,29 January 2020,04:45
96,,CCAFS,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5B1047.2,Controlled,17 February 2020,02:22
97,,VAFB,,"4,311 kg",Polar orbit,Orbcomm,,,SpaceX CRS-20,Success,F9 B5B1046.3,Controlled,7 March 2020,20:46
98,,CCAFS,,"~12,500 kg",GTO,AsiaSat,,,Starlink,Success,F9 B5,No attempt,18 March 2020,18:34:05
99,,KSC,,"1,192 kg",GTO,AsiaSat,,,Starlink,Success,F9 B5,"No attempt
",22 April 2020,18:16
100,,CCAFS,,"15,600 kg",LEO,NASA,,,Crew Dragon Demo-2,Success,F9 B5B1049.2,Uncontrolled,30 May 2020,13:51
101,,CCAFS,,"2,972 kg",LEO,NASA,,,Starlink,Success,F9 B5B1048.3,Failure ,4 June 2020,15:31
102,,VAFB,,"7,000 kg",GTO,USAF,,,Starlink,"Success
",F9 B5[268],Controlled,13 June 2020,01:45
103,,CCAFS,,C,GTO,ABS,,,GPS III,"Success
",F9 B5,No attempt,30 June 2020,07:49
104,,CCAFS,,"3,500 kg",LEO,NASA,,,ANASIS-II,"Success
",F9 B5B1049.3,Failure,20 July 2020,06:48
105,,CCAFS,,"15,600 kg",LEO,,,,Starlink,"Success
",F9 B5B1051.2,No attempt,7 August 2020,02:30
106,,CCAFS,,"~5,000 kg",HEO,NASA,,,Starlink,Failure,F9 B5B1056.2,Precluded,18 August 2020,14:17
107,,CCAFS,,0,GTO,Orbcomm,,,SAOCOM 1B,"Success
",F9 B5B1047.3,Success,30 August 2020,22:01
108,,CCAFS,,0,LEO,NASA,,,Starlink,"Success
",F9 B5,Failure,3 September 2020,23:23
109,,KSC,,525 kg,GTO,SES,,,Starlink,"Success
",F9 B5,Failure,6 October 2020,14:56
110,,CCAFS,,"4,700 kg",LEO,NASA,,,Starlink,Success,F9 B5B1056.3,Success,18 October 2020,17:29
111,,CCAFS,,"4,877 kg",LEO,SKY Perfect JSAT Group,,,Starlink,"Success
",F9 B5,Success,24 October 2020,00:10
112,,CCAFS,,500 kg,LEO,Thaicom,,,GPS III,"Success
",F9 B5,Success,5 November 2020,02:19:21
113,,KSC,,"3,170 kg",GTO,ABS,,,Crew-1,"Success
",F9 B5,Failure,16 November 2020,15:30
114,,KSC,,"3,325 kg",LEO,NASA,,,Sentinel-6 Michael Freilich (Jason-CS A),"Success
",F9 B5,Success,21 November 2020,14:07
115,,KSC,,"2,296 kg",GTO,SKY Perfect JSAT Group,,,Starlink,"Success
",F9 B5,Success,25 November 2020,15:05
116,,CCAFS,,"1,316 kg",GTO,Iridium Communications,,,SpaceX CRS-21,"Success
",F9 B5,Success,6 December 2020,04:50
117,,CCAFS,,"4,535 kg",GTO,NASA,,,SXM-7,"Success
",F9 B5,Success,13 December 2020,12:16
118,,CCAFS,,"4,428 kg",LEO,EchoStar,,,NROL-108,"Success
",F9 B5,No attempt,19 December 2020,19:30
119,,CCAFS,,"2,216 kg",GTO,SES,,,Türksat 5A,Success,F9 B5,Success,8 January 2021,19:22
120,,KSC,,"2,395 kg",Polar,NRO,,,Starlink,"Success
",F9 B5,Success,20 January 2021,01:25
121,,CCAFS,,570 kg,LEO,Inmarsat,,,Transporter-1,"Success
",F9 B5,No attempt,24 January 2021,09:21
1,,CCAFS,,"4,159 kg",GTO,NASA,,,Dragon Spacecraft Qualification Unit,"Success
",F9 B5B1058.2,Success,4 February 2021,20:10:46
2,,KSC,,"1,898 kg",GTO,Bulsatcom,,,Dragon,"Success
",F9 B5,Success,16 February 2021,21:30
3,,KSC,,"4,707 kg",LEO,Iridium Communications,,,Dragon,"Success
",F9 B5B1049.6,Success,4 March 2021,05:12
4,,KSC,,"1,952 kg",GTO,Intelsat,,,SpaceX CRS-1,"Success
",F9 B5,No attempt,11 March 2021,14:31
5,,CCAFS,,"2,034 kg",LEO,NASA,,,SpaceX CRS-2,"Success
",F9 B5B1060.2,Success,14 March 2021,23:18
6,,CCAFS,,553 kg,GTO,NSPO,,,CASSIOPE,"Success
",F9 B5B1058.3,Success,24 March 2021,12:46:14
7,,KSC,,"5,271 kg",LEO,USAF,,,SES-8,"Success
",F9 B5B1051.6,Success,7 April 2021,11:29:34
8,,VAFB,,"3,136 kg",GTO,Iridium Communications,,,Thaicom 6,"Success
",F9 B5,Success,23 April 2021,12:25:57
9,,CCAFS,,"4,696 kg",LEO,SES S.A.,,,SpaceX CRS-3,"Success
",F9 B5,Success,29 April 2021,15:31:34
10,,KSC,,"3,100 kg",SSO,KT Corporation,,,Orbcomm-OG2,"Success
",F9 B5,Success,4 May 2021,23:24:23
11,,CCSFS,,"3,600 kg",LEO,NASA,,,AsiaSat 8,"Success
",F9 B5,Success,9 May 2021,00:27
12,,KSC,,"2,257 kg",Polar,Iridium Communications,,,AsiaSat 6,Success,F9 B5 ♺,Controlled,15 May 2021,17:17:08
13,,CCSFS,,"4,600 kg",GTO,Northrop Grumman,,,SpaceX CRS-4,Success,F9 B5 ♺,Success,26 May 2021,02:13
14,,KSC,,"9,600 kg",GTO,SES,,,SpaceX CRS-5,Success,F9 B5 ♺,Controlled,3 June 2021,16:17:08
15,,CCSFS,,"2,490 kg",LEO,Hisdesat,,,DSCOVR,Success,F9 B5 ♺,No attempt,6 June 2021,17:30:00
16,,CCSFS,,"5,600 kg",Polar,Hispasat,,,ABS-3A,Success,F9 B5,No attempt,4 June 2010,14:00:00
17,,CCSFS,,"5,300 kg",LEO,Iridium Communications,,,SpaceX CRS-6,Success,F9 B5B1051.8,No attempt,8 December 2010,02:15
18,,KSC,,C,GTO,NASA,,,TürkmenÄlem 52°E / MonacoSAT,Success,F9 B5B1058.5,No attempt,22 May 2012,13:02
19,,CCSFS,,"6,070 kg",SSO,NASA,,,SpaceX CRS-7,Success,F9 B5 ♺,Success,8 October 2012,15:00
20,,KSC,,"2,708 kg",GTO,Thales-Alenia,,,Orbcomm-OG2,Success,F9 B5 ♺,Success,1 March 2013,06:19
21,,CCSFS,,"3,669 kg",Polar,Iridium Communications,,,Jason-3,Success,F9 B5 ♺,No attempt,29 September 2013,03:59:37
22,,CCSFS,,"9,600 kg",LEO,SES,,,SES-9,Success,F9 B5 ♺,No attempt,3 December 2013,08:24
23,,KSC,,"6,761 kg",HEO,NASA,,,SpaceX CRS-8,Success,F9 B5 ♺,No attempt,6 January 2014,08:13:29
24,,CCSFS,,"3,310 kg",GTO,Telesat,,,JCSAT-14,Success,F9 B5B1060.6,Success,18 April 2014,10:01
25,,KSC,,475 kg,Polar,Iridium Communications,,,Thaicom 8,Success,F9 B5 ♺,Success,14 July 2014,08:28
26,,CCSFS,,"4,990 kg",GTO,Telkom Indonesia,,,ABS-2A,Success,F9 B5B1061.2,Success,5 August 2014,16:34
27,,KSC,,"9,600 kg",LEO,Telesat,,,SpaceX CRS-9,Success,F9 B5B1060.7,Success,7 September 2014,9:49
28,,CCSFS,,"5,200 kg",GTO,CONAE,,,JCSAT-16,Success,F9 B5B1049.9,Success,21 September 2014,03:44
29,,KSC,,"3,500 kg",Polar,Es'hailSat,,,Iridium NEXT,Success,F9 B5B1051.10,Success,10 January 2015,19:01
30,,CCSFS,,"2,205 kg",GTO,Spaceflight Industries,,,SpaceX CRS-10,Success,F9 B5B1058.8,Success,11 February 2015,06:42
31,,CCAFS,,"9,600 kg",GTO,NASA,,,EchoStar 23,"Success
",F9 B5B1063.2,Failure,2 March 2015,22:56
32,,CCAFS,,C,SSO,USAF,,,SES-10,Success,F9 B5B1067.1,No attempt,14 April 2015,18:59
33,,CCAFS,,"4,230 kg",GTO,Iridium Communications,,,NROL-76,"Success
",F9 B5,Success,27 April 2015,17:29
34,,CCAFS,,"2,150 kg",SSO,PSN,,,Inmarsat-5 F4,"Success
",F9 v1.0B0003.1,Success,28 June 2015,04:26
35,,CCAFS,,"6,092 kg",LEO,NASA,,,SpaceX CRS-11,"Success
",F9 v1.0B0004.1,Success,22 December 2015,18:45
36,,VAFB,,"9,600 kg",MEO,NASA,,,BulgariaSat-1,"Success
",F9 v1.0B0005.1,Success,17 January 2016,15:43
37,,CCAFS,,"2,647 kg",Polar,SpaceX,,,Iridium NEXT,"Success
",F9 v1.0B0006.1,Success,4 March 2016,07:44
38,,CCAFS,,362 kg,GTO,Canadian Space Agency,,,Intelsat 35e,"Success
",F9 v1.0B0007.1,Success,8 April 2016,00:35
39,,Cape Canaveral,,"3,600 kg",LEO,NASA,,,SpaceX CRS-12,"Success
",F9 v1.1B1003,Success,6 May 2016,15:10
40,,Cape Canaveral,,"6,460 kg",LEO,Spacecom,,,Formosat-5,"Success
",F9 v1.1,No attempt,27 May 2016,16:00
41,,Cape Canaveral,,"5,384 kg",LEO,SpaceX,,,Boeing X-37B,"Success
",F9 v1.1,Success,15 June 2016,22:41
42,,Cape Canaveral,,"2,697 kg",SSO,NASA,,,Iridium NEXT,"Success
",F9 v1.1,Success,18 July 2016,22:06
43,,Cape Canaveral,,"7,075 kg",LEO,Sky Perfect JSAT,,,SES-11,"Success
",F9 v1.1,Success,14 August 2016,19:25
44,,Cape Canaveral,,"9,600 kg",GTO,SpaceX,,,Koreasat 5A,"Success
",F9 v1.1,Success,14 January 2017,15:15
45,,Cape Canaveral,,"5,800 kg",LEO,NASA,,,SpaceX CRS-13,"Success
",F9 v1.1,"No attempt
",19 February 2017,08:00
46,,Cape Canaveral,,"7,060 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 v1.1,Success,16 March 2017,05:00
47,,Cape Canaveral,,"3,000 kg",GTO,SpaceX,,,Zuma,"Success
",F9 v1.1,Failure,30 March 2017,05:52
48,,Cape Canaveral,,"5,300 kg",LEO,NASA,,,GovSat-1,"Success
",F9 v1.1,Success,1 May 2017,09:47
49,,Cape Canaveral,,"~4,000 kg",Sub-orbital,SpaceX,,,Paz,"Success
",F9 v1.1,Failure,15 May 2017,23:03
50,,Cape Canaveral,,"2,500 kg",LEO,SpaceX,,,Hispasat 30W-6,"Success
",F9 v1.1,Success,3 June 2017,03:50
51,,VAFB,,"4,400 kg",LEO,NASA,,,Iridium NEXT,"Success
",F9 v1.1,Success,23 June 2017,20:10
52,,Cape Canaveral,,"9,600 kg",LEO,SpaceX,,,SpaceX CRS-14,"Success
",F9 v1.1,Success,25 June 2017,23:03
53,,Cape Canaveral,,"4,850 kg",LEO,SpaceX,,,Transiting Exoplanet Survey Satellite,"Success
",F9 FT,Success,5 July 2017,14:21
54,,Cape Canaveral,,"12,055 kg",LEO,U.S. Space Force,,,Bangabandhu-1,"Success
",F9 v1.1,Success,14 August 2017,01:29
55,,Cape Canaveral,,"2,495 kg",LEO,Republic of Korea Army,,,Iridium NEXT,"Success
",F9 FT,Success,24 August 2017,18:42
56,,Cape Canaveral,,"13,620 kg",LEO,SpaceX,,,SES-12,"Success
",F9 FT,Success,7 September 2017,23:35
57,,Cape Canaveral,,"4,200 kg",LEO,SpaceX,,,SpaceX CRS-15,"Success
",F9 FT,Success,9 October 2017,20:43
58,,Cape Canaveral,,"2,268 kg",MEO,CONAE,,,Telstar 19V,"Success
",F9 FT,Success,11 October 2017,05:21
59,,VAFB,,"6,500 kg",GTO,SpaceX,,,Iridium NEXT,"Success
",F9 FT,Success,30 October 2017,21:39
60,,KSC,,"15,600 kg",LEO,SpaceX,,,Merah Putih,"Success
",F9 FT,Success,15 December 2017,14:29
61,,KSC,,"2,617 kg",LEO,SpaceX,,,Telstar 18V,"Success
",F9 FT,Success,23 December 2017,04:45
62,,KSC,,"6,956 kg",SSO,SpaceX,,,SAOCOM 1A,"Success
",F9 FT,Success,8 January 2018,05:26
63,,KSC,,"15,600 kg",LEO,USSF,,,Es'hail 2,"Success
",F9 FT,Success,31 January 2018,17:54
64,,KSC,,"12,050 kg",LEO,NASA,,,SSO-A,"Success
",F9 FT,Success,22 February 2018,14:39
65,,KSC,,"15,600 kg",LEO,NASA,,,SpaceX CRS-16,"Success
",F9 FT♺,Success,6 March 2018,06:00
66,,KSC,,"15,600 kg",LEO,SpaceX,,,GPS III,"Success
",F9 FT,Success,30 March 2018,22:27
67,,VAFB,,"1,977 kg",MEO,NASA,,,Iridium NEXT,"Success
",F9 FT,Success,2 April 2018,11:15
68,,KSC,,"15,600 kg",LEO,Sirius XM,,,Nusantara Satu,"Success
",F9 FT,Success,18 April 2018,23:21
69,,KSC,,"15,600 kg",LEO,NRO,,,Crew Dragon Demo-1,"Success
",F9 FTB1029.2,Success,11 May 2018,21:07
70,,VAFB,,"12,530 kg",LEO,Türksat,,,SpaceX CRS-17,"Success
",F9 FT,Success,22 May 2018,19:10
71,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 FT,Success,4 June 2018,20:25
72,,VAFB,,"15,410 kg",GTO,SpaceX,,,RADARSAT Constellation,"Success
",F9 B4,Failure,29 June 2018,23:38
73,,KSC,,"4,311 kg",LEO,NASA,,,SpaceX CRS-18,Success,F9 FT,Failure,22 July 2018,16:31
74,,KSC,,"5,000–6,000 kg",GTO,NASA,,,AMOS-17,Success,F9 B4,"No attempt
",25 July 2018,18:51
75,,Cape Canaveral,,"14,932 kg",LEO,NASA,,,Starlink,"Success
",F9 B4,No attempt,7 August 2018,14:00
76,,VAFB,,"~15,440 kg",SSO,NASA,,,SpaceX CRS-19,"Success
",F9 FTB1031.2,"No attempt
",10 September 2018,12:37
77,,CCAFS,,"3,130 kg",LEO,MDA,,,JCSat-18,Success,F9 B4,Uncontrolled,8 October 2018,22:53:00
78,,CCAFS,,"15,600 kg",LEO,SES,,,Starlink,Success,F9 FTB1035.2,No attempt,15 November 2018,19:34
79,,VAFB,,"15,600 kg",LEO,Thaicom,,,Crew Dragon in-flight abort test,Success,F9 FTB1036.2,No attempt,3 December 2018,15:36
80,,CCAFS,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B4,Controlled,5 December 2018,01:27
81,,VAFB,,"15,600 kg",LEO,Orbcomm,,,Starlink,Success,F9 FTB1032.2,Controlled,23 December 2018,01:00
82,,CCAFS,,"4,311 kg",Polar orbit,AsiaSat,,,SpaceX CRS-20,Success,F9 FTB1038.2,No attempt,11 January 2019,21:25
83,,CCAFS,,"~12,500 kg",GTO,AsiaSat,,,Starlink,Success,F9 B4,"No attempt
",22 February 2019,14:17
84,,KSC,,"1,192 kg",GTO,NASA,,,Starlink,Success,F9 B4B1041.2,Uncontrolled,2 March 2019,05:33
85,,VAFB,,"15,600 kg",LEO,NASA,,,Crew Dragon Demo-2,Success,F9 B4B1039.2,Failure ,4 May 2019,14:14
86,,CCAFS,,"2,972 kg",LEO,USAF,,,Starlink,"Success
",F9 B4,Controlled,24 May 2019,20:30
87,,CCAFS,,"7,000 kg",GTO,ABS,,,Starlink,"Success
",F9 B5B1046.1,No attempt,12 June 2019,22:51
88,,CCAFS,,C,GTO,NASA,,,GPS III,"Success
",F9 B4B1043.2,Failure,25 July 2019,20:14
89,,VAFB,,"3,500 kg",LEO,,,,ANASIS-II,"Success
",F9 B4B1040.2,Failure,6 August 2019,19:47
90,,CCAFS,,"15,600 kg",LEO,NASA,,,Starlink,Success,F9 B4B1045.2,Failure,11 November 2019,04:45
91,,CCAFS,,"~5,000 kg",HEO,Orbcomm,,,Starlink,Success,F9 B5,"No attempt
",5 December 2019,09:42
92,,VAFB,,0,GTO,NASA,,,SAOCOM 1B,"Success
",F9 B5B1048,No attempt,17 December 2019,05:50
93,,KSC,,0,LEO,SES,,,Starlink,"Success
",F9 B5B1046.2,"No attempt
",7 January 2020,11:39
94,,VAFB,,525 kg,GTO,NASA,,,Starlink,Success,F9 B5,Uncontrolled,19 January 2020,05:18
95,,CCAFS,,"4,700 kg",LEO,SKY Perfect JSAT Group,,,Starlink,Success,F9 B5B1048.2,No attempt,29 January 2020,04:45
96,,CCAFS,,"4,877 kg",LEO,Thaicom,,,Starlink,Success,F9 B5B1047.2,No attempt,17 February 2020,02:22
97,,VAFB,,500 kg,LEO,ABS,,,GPS III,"Success
",F9 B5B1046.3,Controlled,7 March 2020,20:46
98,,CCAFS,,"3,170 kg",GTO,NASA,,,Crew-1,Success,F9 B5,Controlled,18 March 2020,18:34:05
99,,KSC,,"3,325 kg",LEO,SKY Perfect JSAT Group,,,Sentinel-6 Michael Freilich (Jason-CS A),Success,F9 B5,No attempt,22 April 2020,18:16
100,,CCAFS,,"2,296 kg",GTO,Iridium Communications,,,Starlink,Success,F9 B5B1049.2,"No attempt
",30 May 2020,13:51
101,,CCAFS,,"1,316 kg",GTO,NASA,,,SpaceX CRS-21,Success,F9 B5B1048.3,Uncontrolled,4 June 2020,15:31
102,,VAFB,,"4,535 kg",GTO,EchoStar,,,SXM-7,Success,F9 B5[268],Failure ,13 June 2020,01:45
103,,CCAFS,,"4,428 kg",LEO,SES,,,NROL-108,"Success
",F9 B5,Controlled,30 June 2020,07:49
104,,CCAFS,,"2,216 kg",GTO,NRO,,,Türksat 5A,"Success
",F9 B5B1049.3,No attempt,20 July 2020,06:48
105,,CCAFS,,"2,395 kg",Polar,Inmarsat,,,Starlink,"Success
",F9 B5B1051.2,Failure,7 August 2020,02:30
106,,CCAFS,,570 kg,LEO,NASA,,,Transporter-1,"Success
",F9 B5B1056.2,No attempt,18 August 2020,14:17
107,,CCAFS,,"4,159 kg",GTO,Bulsatcom,,,Dragon Spacecraft Qualification Unit,Failure,F9 B5B1047.3,Precluded,30 August 2020,22:01
108,,CCAFS,,"1,898 kg",GTO,Iridium Communications,,,Dragon,"Success
",F9 B5,Success,3 September 2020,23:23
109,,KSC,,"4,707 kg",LEO,Intelsat,,,Dragon,"Success
",F9 B5,Failure,6 October 2020,14:56
110,,CCAFS,,"1,952 kg",GTO,NASA,,,SpaceX CRS-1,"Success
",F9 B5B1056.3,Failure,18 October 2020,17:29
111,,CCAFS,,"2,034 kg",LEO,NSPO,,,SpaceX CRS-2,Success,F9 B5,Success,24 October 2020,00:10
112,,CCAFS,,553 kg,GTO,USAF,,,CASSIOPE,"Success
",F9 B5,Success,5 November 2020,02:19:21
113,,KSC,,"5,271 kg",LEO,Iridium Communications,,,SES-8,"Success
",F9 B5,Success,16 November 2020,15:30
114,,KSC,,"3,136 kg",GTO,SES S.A.,,,Thaicom 6,"Success
",F9 B5,Failure,21 November 2020,14:07
115,,KSC,,"4,696 kg",LEO,KT Corporation,,,SpaceX CRS-3,"Success
",F9 B5,Success,25 November 2020,15:05
116,,CCAFS,,"3,100 kg",SSO,NASA,,,Orbcomm-OG2,"Success
",F9 B5,Success,6 December 2020,04:50
117,,CCAFS,,"3,600 kg",LEO,Iridium Communications,,,AsiaSat 8,"Success
",F9 B5,Success,13 December 2020,12:16
118,,CCAFS,,"2,257 kg",Polar,Northrop Grumman,,,AsiaSat 6,"Success
",F9 B5,Success,19 December 2020,19:30
119,,CCAFS,,"4,600 kg",GTO,SES,,,SpaceX CRS-4,"Success
",F9 B5,No attempt,8 January 2021,19:22
120,,KSC,,"9,600 kg",GTO,Hisdesat,,,SpaceX CRS-5,Success,F9 B5,Success,20 January 2021,01:25
121,,CCAFS,,"2,490 kg",LEO,Hispasat,,,DSCOVR,"Success
",F9 B5,Success,24 January 2021,09:21
1,,CCAFS,,"5,600 kg",Polar,Iridium Communications,,,ABS-3A,"Success
",F9 B5B1058.2,No attempt,4 February 2021,20:10:46
2,,KSC,,"5,300 kg",LEO,NASA,,,SpaceX CRS-6,"Success
",F9 B5,Success,16 February 2021,21:30
3,,KSC,,C,GTO,NASA,,,TürkmenÄlem 52°E / MonacoSAT,"Success
",F9 B5B1049.6,Success,4 March 2021,05:12
4,,KSC,,"6,070 kg",SSO,Thales-Alenia,,,SpaceX CRS-7,"Success
",F9 B5,Success,11 March 2021,14:31
5,,CCAFS,,"2,708 kg",GTO,Iridium Communications,,,Orbcomm-OG2,"Success
",F9 B5B1060.2,No attempt,14 March 2021,23:18
6,,CCAFS,,"3,669 kg",Polar,SES,,,Jason-3,"Success
",F9 B5B1058.3,Success,24 March 2021,12:46:14
7,,KSC,,"9,600 kg",LEO,NASA,,,SES-9,"Success
",F9 B5B1051.6,Success,7 April 2021,11:29:34
8,,VAFB,,"6,761 kg",HEO,Telesat,,,SpaceX CRS-8,"Success
",F9 B5,Success,23 April 2021,12:25:57
9,,CCAFS,,"3,310 kg",GTO,Iridium Communications,,,JCSAT-14,"Success
",F9 B5,Success,29 April 2021,15:31:34
10,,KSC,,475 kg,Polar,Telkom Indonesia,,,Thaicom 8,"Success
",F9 B5,Success,4 May 2021,23:24:23
11,,CCSFS,,"4,990 kg",GTO,Telesat,,,ABS-2A,"Success
",F9 B5,Success,9 May 2021,00:27
12,,KSC,,"9,600 kg",LEO,CONAE,,,SpaceX CRS-9,"Success
",F9 B5 ♺,Success,15 May 2021,17:17:08
13,,CCSFS,,"5,200 kg",GTO,Es'hailSat,,,JCSAT-16,Success,F9 B5 ♺,Controlled,26 May 2021,02:13
14,,KSC,,"3,500 kg",Polar,Spaceflight Industries,,,Iridium NEXT,Success,F9 B5 ♺,Success,3 June 2021,16:17:08
15,,CCSFS,,"2,205 kg",GTO,NASA,,,SpaceX CRS-10,Success,F9 B5 ♺,Controlled,6 June 2021,17:30:00
16,,CCAFS,,"9,600 kg",GTO,USAF,,,EchoStar 23,Success,F9 B5,No attempt,4 June 2010,14:00:00
17,,CCAFS,,C,SSO,Iridium Communications,,,SES-10,Success,F9 B5B1051.8,No attempt,8 December 2010,02:15
18,,CCAFS,,"4,230 kg",GTO,PSN,,,NROL-76,Success,F9 B5B1058.5,No attempt,22 May 2012,13:02
19,,CCAFS,,"2,150 kg",SSO,NASA,,,Inmarsat-5 F4,Success,F9 B5 ♺,No attempt,8 October 2012,15:00
20,,CCAFS,,"6,092 kg",LEO,NASA,,,SpaceX CRS-11,Success,F9 B5 ♺,Success,1 March 2013,06:19
21,,VAFB,,"9,600 kg",MEO,SpaceX,,,BulgariaSat-1,Success,F9 B5 ♺,Success,29 September 2013,03:59:37
22,,CCAFS,,"2,647 kg",Polar,Canadian Space Agency,,,Iridium NEXT,Success,F9 B5 ♺,No attempt,3 December 2013,08:24
23,,CCAFS,,362 kg,GTO,NASA,,,Intelsat 35e,Success,F9 B5 ♺,No attempt,6 January 2014,08:13:29
24,,Cape Canaveral,,"3,600 kg",LEO,Spacecom,,,SpaceX CRS-12,Success,F9 B5B1060.6,No attempt,18 April 2014,10:01
25,,Cape Canaveral,,"6,460 kg",LEO,SpaceX,,,Formosat-5,Success,F9 B5 ♺,Success,14 July 2014,08:28
26,,Cape Canaveral,,"5,384 kg",LEO,NASA,,,Boeing X-37B,Success,F9 B5B1061.2,Success,5 August 2014,16:34
27,,Cape Canaveral,,"2,697 kg",SSO,Sky Perfect JSAT,,,Iridium NEXT,Success,F9 B5B1060.7,Success,7 September 2014,9:49
28,,Cape Canaveral,,"7,075 kg",LEO,SpaceX,,,SES-11,Success,F9 B5B1049.9,Success,21 September 2014,03:44
29,,Cape Canaveral,,"9,600 kg",GTO,NASA,,,Koreasat 5A,Success,F9 B5B1051.10,Success,10 January 2015,19:01
30,,Cape Canaveral,,"5,800 kg",LEO,SpaceX,,,SpaceX CRS-13,Success,F9 B5B1058.8,Success,11 February 2015,06:42
31,,Cape Canaveral,,"7,060 kg",LEO,SpaceX,,,Iridium NEXT,Success,F9 B5B1063.2,Success,2 March 2015,22:56
32,,Cape Canaveral,,"3,000 kg",GTO,NASA,,,Zuma,"Success
",F9 B5B1067.1,Failure,14 April 2015,18:59
33,,Cape Canaveral,,"5,300 kg",LEO,SpaceX,,,GovSat-1,Success,F9 B5,No attempt,27 April 2015,17:29
34,,Cape Canaveral,,"~4,000 kg",Sub-orbital,SpaceX,,,Paz,"Success
",F9 v1.0B0003.1,Success,28 June 2015,04:26
35,,Cape Canaveral,,"2,500 kg",LEO,NASA,,,Hispasat 30W-6,"Success
",F9 v1.0B0004.1,Success,22 December 2015,18:45
36,,VAFB,,"4,400 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 v1.0B0005.1,Success,17 January 2016,15:43
37,,Cape Canaveral,,"9,600 kg",LEO,SpaceX,,,SpaceX CRS-14,"Success
",F9 v1.0B0006.1,Success,4 March 2016,07:44
38,,Cape Canaveral,,"4,850 kg",LEO,U.S. Space Force,,,Transiting Exoplanet Survey Satellite,"Success
",F9 v1.0B0007.1,Success,8 April 2016,00:35
39,,Cape Canaveral,,"12,055 kg",LEO,Republic of Korea Army,,,Bangabandhu-1,"Success
",F9 v1.1B1003,Success,6 May 2016,15:10
40,,Cape Canaveral,,"2,495 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 v1.1,Success,27 May 2016,16:00
41,,Cape Canaveral,,"13,620 kg",LEO,SpaceX,,,SES-12,"Success
",F9 v1.1,No attempt,15 June 2016,22:41
42,,Cape Canaveral,,"4,200 kg",LEO,CONAE,,,SpaceX CRS-15,"Success
",F9 v1.1,Success,18 July 2016,22:06
43,,Cape Canaveral,,"2,268 kg",MEO,SpaceX,,,Telstar 19V,"Success
",F9 v1.1,Success,14 August 2016,19:25
44,,VAFB,,"6,500 kg",GTO,SpaceX,,,Iridium NEXT,"Success
",F9 v1.1,Success,14 January 2017,15:15
45,,KSC,,"15,600 kg",LEO,SpaceX,,,Merah Putih,"Success
",F9 v1.1,Success,19 February 2017,08:00
46,,KSC,,"2,617 kg",LEO,SpaceX,,,Telstar 18V,"Success
",F9 v1.1,"No attempt
",16 March 2017,05:00
47,,KSC,,"6,956 kg",SSO,USSF,,,SAOCOM 1A,"Success
",F9 v1.1,Success,30 March 2017,05:52
48,,KSC,,"15,600 kg",LEO,NASA,,,Es'hail 2,"Success
",F9 v1.1,Failure,1 May 2017,09:47
49,,KSC,,"12,050 kg",LEO,NASA,,,SSO-A,"Success
",F9 v1.1,Success,15 May 2017,23:03
50,,KSC,,"15,600 kg",LEO,SpaceX,,,SpaceX CRS-16,"Success
",F9 v1.1,Failure,3 June 2017,03:50
51,,KSC,,"15,600 kg",LEO,NASA,,,GPS III,"Success
",F9 v1.1,Success,23 June 2017,20:10
52,,VAFB,,"1,977 kg",MEO,Sirius XM,,,Iridium NEXT,"Success
",F9 v1.1,Success,25 June 2017,23:03
53,,KSC,,"15,600 kg",LEO,NRO,,,Nusantara Satu,"Success
",F9 FT,Success,5 July 2017,14:21
54,,KSC,,"15,600 kg",LEO,Türksat,,,Crew Dragon Demo-1,"Success
",F9 v1.1,Success,14 August 2017,01:29
55,,VAFB,,"12,530 kg",LEO,SpaceX,,,SpaceX CRS-17,"Success
",F9 FT,Success,24 August 2017,18:42
56,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 FT,Success,7 September 2017,23:35
57,,VAFB,,"15,410 kg",GTO,NASA,,,RADARSAT Constellation,"Success
",F9 FT,Success,9 October 2017,20:43
58,,KSC,,"4,311 kg",LEO,NASA,,,SpaceX CRS-18,"Success
",F9 FT,Success,11 October 2017,05:21
